"MasterFundCode","Symbol","ShortName","InceptionDate"
"011048","011049","天弘恒新C","2021-07-13"
"011050","011050","天弘裕新A","2021-09-03"
"011050","011051","天弘裕新C","2021-09-03"
"011052","011052","鹏华弘裕一年持有期混合A","2021-02-04"
"011052","011053","鹏华弘裕一年持有期混合C","2021-02-04"
"011054","011054","申万菱信安鑫智选混合A","2021-04-23"
"011054","011055","申万菱信安鑫智选混合C","2021-04-23"
"011056","011056","博时汇兴回报一年持有期混合","2021-01-14"
"006893","011057","汇添富丰利短债C","2020-12-17"
"011058","011058","景顺长城成长龙头一年持有混合A","2021-02-05"
"011058","011059","景顺长城成长龙头一年持有混合C","2021-02-05"
"671010","011060","西部利得策略优选混合C","2020-12-25"
"002120","011061","广发安悦回报混合C","2020-12-21"
"003376","011062","广发中债7-10年国开债指数E","2021-01-06"
"001931","011063","国寿安保鑫钱包货币B","2021-01-08"
"011064","011064","南方誉享一年持有期混合A","2021-04-07"
"011064","011065","南方誉享一年持有期混合C","2021-04-07"
"000628","011066","大成高新技术产业股票C","2020-12-25"
"005307","011067","财通资管鸿达债券I","2020-12-30"
"240022","011068","华宝资源优选混合C","2020-12-23"
"011069","011069","工银成长精选混合A","2021-03-25"
"011069","011070","工银成长精选混合C","2021-03-25"
"011071","011071","鹏华安悦一年持有期混合A","2021-02-09"
"011071","011072","鹏华安悦一年持有期混合C","2021-02-09"
"011073","011073","鹏华安润混合A","2020-12-30"
"011073","011074","鹏华安润混合C","2020-12-30"
"011075","011075","大成恒享春晓一年定开混合A","2021-02-09"
"011075","011076","大成恒享春晓一年定开混合C","2021-02-09"
"011077","011077","汇丰晋信创新先锋股票","2021-03-16"
"011078","011078","诺德品质消费","2021-02-10"
"011079","011079","嘉实致泓一年定期纯债债券","2021-09-02"
"011080","011080","鹏华尊和一年定开发起式债券","2020-12-23"
"007110","011081","国投瑞银港股通价值发现混合C","2020-12-29"
"000523","011082","国投瑞银医疗保健混合C","2020-12-29"
"011083","011083","银河聚利87个月定开债券","2020-12-28"
"011084","011084","财通资管新添益6个月持有期混合A","2020-12-28"
"011084","011085","财通资管新添益6个月持有期混合C","2020-12-28"
"011086","011086","易方达瑞康混合A","2021-02-02"
"011086","011087","易方达瑞康混C","2021-02-02"
"011088","011088","景顺长城景泰恒利一年定开债","2021-01-08"
"011089","011089","景顺长城景颐惠利一年持有期债券A","2021-09-08"
"011089","011090","景顺长城景颐惠利一年持有期债券C","2021-09-08"
"011091","011091","工银双玺6个月持有期债券A","2021-06-11"
"011091","011092","工银双玺6个月持有期债券C","2021-06-11"
"011093","011093","永赢宏泽一年定开混合","2021-03-09"
"011094","011094","诺德安盛","2021-03-12"
"011095","011095","博时恒泽混合A","2021-02-08"
"011095","011096","博时恒泽混合C","2021-02-08"
"011097","011097","达诚宜创精选混合A","2021-01-26"
"011097","011098","达诚宜创精选混合C","2021-01-26"
"011099","011099","富国价值创造混合A","2021-01-13"
"011099","011100","富国价值创造混合C","2021-01-13"
"011101","011101","圆信永丰瑞丰","2021-03-16"
"011102","011102","天弘中证光伏A","2021-01-28"
"011102","011103","天弘中证光伏C","2021-01-28"
"011104","011104","光大保德信智能汽车主题股票","2021-02-09"
"011105","011105","长信稳健均衡6个月持有期混合A","2021-03-30"
"011105","011106","长信稳健均衡6个月持有期混合C","2021-03-30"
"011107","011107","九泰天兴量化智选A","2021-08-12"
"011107","011108","九泰天兴量化智选C","2021-08-12"
"011109","011109","南方晖元6个月持有期债券A","2021-05-07"
"011109","011110","南方晖元6个月持有期债券C","2021-05-07"
"011111","011111","华泰柏瑞行业严选混合A","2021-06-16"
"011111","011112","华泰柏瑞行业严选混合C","2021-06-16"
"005609","011113","富国军工主题混合C","2020-12-28"
"005354","011114","富国沪港深行业精选混合C","2020-12-30"
"011115","011115","海富通利率债债券A","2021-07-08"
"011115","011116","海富通利率债债券C","2021-07-08"
"005847","011117","富国沪港深业绩驱动混合型C","2020-12-30"
"011118","011118","汇添富稳健睿选一年持有混合A","2021-03-04"
"011118","011119","汇添富稳健睿选一年持有混合C","2021-03-04"
"002692","011120","富国创新科技混合C","2020-12-28"
"011121","011121","广发兴诚混合A","2021-01-06"
"011122","011122","汇添富ESG可持续成长股票A","2021-06-10"
"011122","011123","汇添富ESG可持续成长股票C","2021-06-10"
"006652","011124","富国金融地产行业混合C","2020-12-30"
"001186","011125","富国文体健康股票C","2020-12-28"
"006751","011126","富国互联科技股票C","2020-12-30"
"005368","011127","富国清洁能源产业灵活配置混合C","2021-01-15"
"011128","011128","华安精致生活混合A","2021-03-09"
"011128","011129","华安精致生活混合C","2021-03-09"
"011121","011130","广发兴诚混合C","2021-01-06"
"001371","011131","富国沪港深价值精选灵活配置混合C","2020-12-30"
"011132","011132","鹏扬沪深300质量低波A","2021-05-25"
"011132","011133","鹏扬沪深300质量低波C","2021-05-25"
"011134","011134","广发价值优选混合A","2021-03-22"
"011134","011135","广发价值优选混合C","2021-03-22"
"011136","011136","广发盛兴混合A","2021-02-02"
"011136","011137","广发盛兴混合C","2021-02-02"
"011138","011138","广发聚鸿六个月持有期混合A","2021-02-08"
"011138","011139","广发聚鸿六个月持有期混合C","2021-02-08"
"011138","011140","广发聚鸿六个月持有期混合E","2021-02-08"
"011141","011141","南方景元中高等级信用债债券","2021-06-09"
"011142","011142","创金合信新材料新能源股票A","2020-12-30"
"011142","011143","创金合信新材料新能源股票C","2020-12-30"
"011144","011144","华安汇宏精选混合A","2021-03-26"
"011144","011145","华安汇宏精选混合C","2021-03-26"
"011146","011146","创金合信气候变化责任投资股票A","2020-12-30"
"011146","011147","创金合信气候变化责任投资股票C","2020-12-30"
"004224","011148","南方军工改革灵活配置混合C","2021-01-15"
"011149","011149","创金合信ESG责任投资股票A","2020-12-30"
"011149","011150","创金合信ESG责任投资股票C","2020-12-30"
"000220","011151","富国医疗保健行业混合C","2020-12-28"
"011152","011152","国富兴海回报混合","2021-03-30"
"011153","011153","华宝新兴消费混合A","2021-03-18"
"011153","011154","华宝新兴消费混合C","2021-03-18"
"011155","011155","金鹰责任投资混合A","2021-03-16"
"011155","011156","金鹰责任投资混合C","2021-03-16"
"011157","011157","弘毅远方港股通智选领航混合A","2021-02-08"
"011157","011158","弘毅远方港股通智选领航混合C","2021-02-08"
"160918","011159","大成中小盘混合(LOF)C","2021-01-26"
"011160","011160","富国质量成长6个月持有期混合A","2021-03-23"
"011160","011161","富国质量成长6个月持有期混合C","2021-03-23"
"011162","011162","博时港股通领先趋势混合A","2021-02-09"
"011162","011163","博时港股通领先趋势混合C","2021-02-09"
"011164","011164","富国兴远优选12个月持有期混合A","2021-03-02"
"011164","011165","富国兴远优选12个月持有期混合C","2021-03-02"
"011166","011166","万家陆家嘴金融城金融债一年定开债券发起式","2021-02-25"
"011167","011167","景顺长城景气成长混合A","2021-06-15"
"011168","011168","嘉实睿享安久双利18个月持有期债券","2021-01-20"
"011169","011169","建信臻选混合","2021-03-02"
"011170","011170","宝盈智慧生活混合A","2021-04-20"
"011170","011171","宝盈智慧生活混合C","2021-04-20"
"002446","011172","广发利鑫混合C","2021-01-06"
"011173","011173","银华心享一年持有期混合","2021-03-04"
"011174","011174","中庚价值品质一年持有期混合","2021-01-19"
"011175","011175","平安恒鑫混合A","2021-02-02"
"011175","011176","平安恒鑫混合C","2021-02-02"
"011177","011177","博时汇融回报一年持有期混合A","2021-01-20"
"011177","011178","博时汇融回报一年持有期混合C","2021-01-20"
"011179","011179","浙商智选食品饮料股票型A","2021-03-19"
"011179","011180","浙商智选食品饮料股票型C","2021-03-19"
"011181","011181","长盛成长龙头混合A","2021-04-21"
"011181","011182","长盛成长龙头混合C","2021-04-21"
"270022","011183","广发内需增长混合C","2021-01-08"
"011184","011184","东方阿尔法招阳混合A","2021-03-17"
"011184","011185","东方阿尔法招阳混合C","2021-03-17"
"011186","011186","信澳至诚精选混合A","2021-03-02"
"011187","011187","中加穗盈纯债债券","2021-02-23"
"011188","011188","信澳星奕混合A","2021-01-22"
"011189","011189","建信智汇优选一年持有期混合(MOM)","2021-01-26"
"011190","011190","招商瑞安1年持有期混合A","2021-05-10"
"011190","011191","招商瑞安1年持有期混合C","2021-05-10"
"011192","011192","广发恒荣三个月持有期混合A","2021-08-17"
"011192","011193","广发恒荣三个月持有期混合C","2021-08-17"
"011194","011194","广发睿铭两年持有期混合A","2021-04-20"
"011194","011195","广发睿铭两年持有期混合C","2021-04-20"
"011196","011196","上投摩根优势成长混合A","2021-05-14"
"011196","011197","上投摩根优势成长混合C","2021-05-14"
"011198","011198","交银鑫选回报混合A","2021-04-29"
"011198","011199","交银鑫选回报混合C","2021-04-29"
"011201","011201","财通优势行业轮动混合A","2021-02-09"
"011201","011202","财通优势行业轮动混合C","2021-02-09"
"011203","011203","永赢惠添益混合A","2021-03-16"
"011203","011204","永赢惠添益混合C","2021-03-16"
"010253","011205","兴银中证500指数增强C","2021-03-01"
"011206","011206","创金合信竞争优势混合A","2021-01-25"
"011206","011207","创金合信竞争优势混合C","2021-01-25"
"011208","011208","泰康招享混合A","2022-06-01"
"011208","011209","泰康招享混合C","2022-06-01"
"011212","011212","富国稳健策略6个月持有期混合A","2021-02-09"
"011212","011213","富国稳健策略6个月持有期混合C","2021-02-09"
"011214","011214","招商惠润一年定开混合发起式(MOM)A","2021-08-06"
"011214","011215","招商惠润一年定开混合发起式(MOM)C","2021-08-06"
"011216","011216","南方优质企业混合A","2021-03-10"
"011216","011217","南方优质企业混合C","2021-03-10"
"011220","011220","南方匠心优选股票A","2021-02-02"
"011220","011221","南方匠心优选股票C","2021-02-02"
"003022","011222","建信现金添益货币C","2021-05-14"
"011188","011223","信澳星奕混合C","2021-01-22"
"011224","011224","九泰盈泰量化A","2021-08-18"
"011224","011225","九泰盈泰量化C","2021-08-18"
"011226","011226","西部利得聚盈一年定开债券A","2022-04-07"
"011226","011227","西部利得聚盈一年定开债券C","2022-04-07"
"000006","011228","西部利得量化成长混合C","2021-01-13"
"011229","011229","创金合信数字经济主题股票A","2021-01-20"
"011229","011230","创金合信数字经济主题股票C","2021-01-20"
"011231","011231","光大锦弘混合A","2021-03-08"
"011231","011232","光大锦弘混合C","2021-03-08"
"011233","011233","泰康福泰平衡养老三年持有混合(FOF)","2021-04-28"
"011234","011234","泰达宏利中债1-5年国开债指数基金A","2021-06-18"
"011234","011235","泰达宏利中债1-5年国开债指数基金C","2021-06-18"
"011236","011236","上投摩根行业睿选股票A","2021-02-26"
"011236","011237","上投摩根行业睿选股票C","2021-02-26"
"011238","011238","华安聚恒精选混合A","2021-03-18"
"011238","011239","华安聚恒精选混合C","2021-03-18"
"580003","011240","东吴行业轮动C","2021-01-21"
"580002","011241","东吴价值成长双动力C","2021-01-21"
"580005","011242","东吴进取策略C","2021-01-15"
"011243","011243","万家惠裕回报6个月持有期混合A","2021-06-28"
"011243","011244","万家惠裕回报6个月持有期混合C","2021-06-28"
"008765","011245","中加瑞享纯债债券C","2021-01-11"
"011246","011246","嘉实阿尔法优选混合A","2021-03-16"
"011246","011247","嘉实阿尔法优选混合C","2021-03-16"
"011248","011248","嘉实品质回报混合","2021-02-04"
"011249","011249","嘉实稳裕混合A","2021-09-13"
"011249","011250","嘉实稳裕混合C","2021-09-13"
"011251","011251","华安聚嘉精选混合A","2021-03-19"
"011251","011252","华安聚嘉精选混合C","2021-03-19"
"011253","011253","华宝1-5年政金债指数","2021-05-26"
"011254","011254","长江量化科技精选一个月滚动持有A","2021-06-23"
"011254","011255","长江量化科技精选一个月滚动持有C","2021-06-23"
"011256","011256","交银鸿光一年混合A","2021-03-08"
"011256","011257","交银鸿光一年混合C","2021-03-08"
"159003","011258","招商保证金快线D","2021-03-08"
"010599","011259","汇添富高质量成长30一年持有混合C","2021-02-09"
"011260","011260","金鹰新能源混合A","2021-03-23"
"011260","011261","金鹰新能源混合C","2021-03-23"
"011262","011262","华夏鼎英债券A","2021-08-20"
"011262","011263","华夏鼎英债券C","2021-08-20"
"166001","011264","中欧新趋势混合(LOF)X","2021-07-12"
"011265","011265","长盛安泰一年持有混合A","2021-05-10"
"011265","011266","长盛安泰一年持有混合C","2021-05-10"
"011267","011267","长盛鑫盛稳健一年持有A","2021-08-17"
"011267","011268","长盛鑫盛稳健一年持有C","2021-08-17"
"011269","011269","中银证券优势制造股票A","2021-07-08"
"011269","011270","中银证券优势制造股票C","2021-07-08"
"011271","011271","汇添富价值成长均衡投资混合A","2021-02-05"
"011271","011272","汇添富价值成长均衡投资混合C","2021-02-05"
"011273","011273","泰信景气驱动12个月持有期混合A","2021-04-08"
"011273","011274","泰信景气驱动12个月持有期混合C","2021-04-08"
"011275","011275","交银成长动力一年混合A","2021-06-11"
"011275","011276","交银成长动力一年混合C","2021-06-11"
"011277","011277","上银科技驱动双周定期可赎回混合A","2021-06-08"
"011278","011278","华夏内需驱动混合A","2021-02-09"
"011278","011279","华夏内需驱动混合C","2021-02-09"
"011280","011280","华宝双债增强债券A","2021-04-23"
"011280","011281","华宝双债增强债券C","2021-04-23"
"011282","011282","华夏消费龙头混合A","2021-02-03"
"011282","011283","华夏消费龙头混合C","2021-02-03"
"011284","011284","中信保诚龙腾精选","2021-03-30"
"011285","011285","民生加银价值优选6个月持有期股票A","2021-06-08"
"011285","011286","民生加银价值优选6个月持有期股票C","2021-06-08"
"011287","011287","前海开源聚慧三年持有混合","2021-03-09"
"011288","011288","上银医疗健康混合A","2021-03-30"
"011288","011289","上银医疗健康混合C","2021-03-30"
"011290","011290","前海联合添瑞一年持有混合A","2021-04-20"
"011290","011291","前海联合添瑞一年持有混合C","2021-04-20"
"006489","011292","招商添裕纯债D","2021-01-14"
"011293","011293","中金恒远一年持有期","2021-04-07"
"011294","011294","招商添逸1年定开债","2021-03-17"
"004716","011295","信诚量化阿尔法股票C","2021-04-20"
"011296","011296","汇添富优势行业一年定开混合A","2021-04-29"
"011296","011297","汇添富优势行业一年定开混合C","2021-04-29"
"011298","011298","易方达悦安一年持有债券A","2021-04-06"
"011298","011299","易方达悦安一年持有债券C","2021-04-06"
"011300","011300","易方达智造优势混合A","2021-01-26"
"011300","011301","易方达智造优势混合C","2021-01-26"
"011302","011302","易方达悦盈一年持有混合A","2021-02-03"
"011302","011303","易方达悦盈一年持有混合C","2021-02-03"
"011304","011304","工银创新成长混合A","2021-02-04"
"011304","011305","工银创新成长混合C","2021-02-04"
"001985","011306","富国低碳新经济混合C","2021-01-18"
"100020","011307","富国天益价值混合C","2021-01-18"
"006218","011308","富国生物医药科技混合型C","2021-01-18"
"519915","011309","富国消费主题混合C","2021-01-18"
"011310","011310","中融恒阳纯债A","2021-06-15"
"011310","011311","中融恒阳纯债C","2021-06-15"
"910011","011312","东方红启瑞三年持有混合B","2021-03-22"
"910021","011313","东方红启华三年持有混合B","2021-07-26"
"011314","011314","农银创新成长混合","2021-12-08"
"011315","011315","永赢港股通优质成长一年混合","2021-05-14"
"011316","011316","天弘创业板300ETF发起式联接A","2021-05-07"
"011316","011317","天弘创业板300ETF发起式联接C","2021-05-07"
"011318","011318","光大保德信中短期利率债债券","2022-03-24"
"011319","011319","国泰上证综合ETF联接A","2021-01-22"
"011319","011320","国泰上证综合ETF联接C","2021-01-22"
"001645","011321","国泰大健康股票C","2021-01-26"
"001576","011322","国泰智能装备股票C","2021-01-25"
"001790","011323","国泰智能汽车股票C","2021-01-25"
"005726","011324","国泰价值精选灵活配置混合C","2021-01-27"
"005730","011325","国泰江源优势精选灵活配置混合C","2021-01-27"
"009805","011326","国泰医药健康股票C","2021-01-26"
"011327","011327","太平丰盈一年定开债券发起式","2021-04-22"
"011328","011328","景顺长城新能源产业股票A","2021-02-22"
"011328","011329","景顺长城新能源产业股票C","2021-02-22"
"011330","011330","鹏华精选群英一年持有期混合MOM","2021-09-23"
"011331","011331","鹏华远见成长混合A","2021-06-02"
"011331","011332","鹏华远见成长混合C","2021-06-02"
"011333","011333","鹏华品质优选混合A","2021-02-09"
"011333","011334","鹏华品质优选混合C","2021-02-09"
"011335","011335","银河医药混合A","2021-06-17"
"011336","011336","兴全汇吉一年持有混合A","2021-02-09"
"011336","011337","兴全汇吉一年持有混合C","2021-02-09"
"011338","011338","兴全合远两年持有混合A","2021-04-27"
"011338","011339","兴全合远两年持有混合C","2021-04-27"
"011340","011340","博时战略新材料主题混合A","2021-02-02"
"011340","011341","博时战略新材料主题混合C","2021-02-02"
"011344","011344","景顺长城融景产业机遇一年持有期混合A","2021-07-27"
"011344","011345","景顺长城融景产业机遇一年持有期混合C","2021-07-27"
"011346","011346","淳厚鑫淳","2021-06-01"
"011347","011347","易方达宁易一年持有混合A","2021-04-09"
"011347","011348","易方达宁易一年持有混合C","2021-04-09"
"011349","011349","淳厚现代服务业A","2021-08-24"
"011349","011350","淳厚现代服务业C","2021-08-24"
"011351","011351","金鹰年年邮益一年持有混合A","2021-03-09"
"011351","011352","金鹰年年邮益一年持有混合C","2021-03-09"
"011353","011353","中融景盛一年持有混合A","2021-05-14"
"011353","011354","中融景盛一年持有混合C","2021-05-14"
"011355","011355","华泰柏瑞港股通时代机遇混合A","2021-05-07"
"011355","011356","华泰柏瑞港股通时代机遇混合C","2021-05-07"
"011357","011357","华泰柏瑞品质成长混合A","2021-03-03"
"011357","011358","华泰柏瑞品质成长混合C","2021-03-03"
"011359","011359","长城优选添利一年混合A","2021-07-20"
"011359","011360","长城优选添利一年混合C","2021-07-20"
"011361","011361","华夏博锐一年持有混合(MOM)A","2021-09-23"
"011361","011362","华夏博锐一年持有混合(MOM)C","2021-09-23"
"011363","011363","南方兴润价值一年持有混合A","2021-02-03"
"011363","011364","南方兴润价值一年持有混合C","2021-02-03"
"011365","011365","鹏扬景颐混合A","2021-08-20"
"011365","011366","鹏扬景颐混合C","2021-08-20"
"011367","011367","创金合信群力一年定开混合(MOM)A","2021-03-09"
"011367","011368","创金合信群力一年定开混合(MOM)C","2021-03-09"
"011369","011369","华商均衡成长混合A","2021-04-08"
"011369","011370","华商均衡成长混合C","2021-04-08"
"011371","011371","华商远见价值混合A","2021-06-16"
"011371","011372","华商远见价值混合C","2021-06-16"
"011373","011373","招商前沿医疗保健股票A","2021-06-22"
"011373","011374","招商前沿医疗保健股票C","2021-06-22"
"011375","011375","华宝安益混合","2021-09-29"
"011376","011376","华宝安享混合","2021-08-10"
"011377","011377","创金合信积极成长股票A","2021-02-08"
"011377","011378","创金合信积极成长股票C","2021-02-08"
"011383","011383","富安达医药创新混合","2021-03-09"
"011384","011384","南方远见回报股票A","2021-03-25"
"011384","011385","南方远见回报股票C","2021-03-25"
"011386","011386","鹏华红利优选混合","2021-05-11"
"011387","011387","工银宁瑞6个月持有期混合A","2021-05-18"
"011387","011388","工银宁瑞6个月持有期混合C","2021-05-18"
"011389","011389","国都聚成","2021-03-25"
"011390","011390","华安添祥6个月持有混合A","2021-07-21"
"001352","011391","民生加银新战略混合C","2021-03-09"
"011392","011392","平安兴鑫回报一年定开混合","2021-03-23"
"011393","011393","中欧融益稳健一年混合A","2021-03-04"
"011393","011394","中欧融益稳健一年混合C","2021-03-04"
"011395","011395","博时恒元6个月持有期混合A","2021-03-16"
"011395","011396","博时恒元6个月持有期混合C","2021-03-16"
"011397","011397","招商瑞和1年持有期混合A","2021-03-24"
"011397","011398","招商瑞和1年持有期混合C","2021-03-24"
"011399","011399","汇添富数字未来混合A","2021-02-24"
"011399","011400","汇添富数字未来混合C","2021-02-24"
"011401","011401","汇添富成长精选混合A","2021-02-09"
"011401","011402","汇添富成长精选混合C","2021-02-09"
"011403","011403","融通鑫新成长混合A","2021-10-08"
"011403","011404","融通鑫新成长混合C","2021-10-08"
"011405","011405","银华稳健增长一年持有期混合","2021-02-03"
"011408","011408","天弘益新A","2021-03-19"
"011408","011409","天弘益新C","2021-03-19"
"011410","011410","中信建投量化进取A","2021-03-09"
"011410","011411","中信建投量化进取C","2021-03-09"
"010115","011412","易方达远见成长混合C","2021-03-05"
"000602","011413","富国安益B","2021-01-26"
"011414","011414","鹏华宁华一年持有期混合A","2021-03-09"
"011414","011415","鹏华宁华一年持有期混合C","2021-03-09"
"011416","011416","恒越嘉鑫债券A","2021-03-16"
"011416","011417","恒越嘉鑫债券C","2021-03-16"
"011418","011418","汇添富消费精选两年持有股票A","2021-05-11"
"011418","011419","汇添富消费精选两年持有股票C","2021-05-11"
"011420","011420","广发全球科技三个月定开混合(QDII)人民币A","2021-03-03"
"011420","011421","广发全球科技三个月定开混合(QDII)美元A","2021-03-03"
"011420","011422","广发全球科技三个月定开混合(QDII)人民币C","2021-03-03"
"011420","011423","广发全球科技三个月定开混合(QDII)美元C","2021-03-03"
"000925","011424","汇添富外延增长主题股票C","2021-01-25"
"011425","011425","广发优势成长股票A","2021-02-09"
"011425","011426","广发优势成长股票C","2021-02-09"
"011427","011427","广发价值驱动混合A","2021-09-15"
"011427","011428","广发价值驱动混合C","2021-09-15"
"011429","011429","前海开源民裕进取","2021-03-10"
"006136","011430","广发估值优势混合C","2021-01-28"
"011431","011431","泰达消费服务混合A","2021-03-16"
"011431","011432","泰达消费服务混合C","2021-03-16"
"011433","011433","中加聚优一年混合A","2021-06-30"
"011433","011434","中加聚优一年混合C","2021-06-30"
"011435","011435","中欧研究精选混合A","2021-03-24"
"011435","011436","中欧研究精选混合C","2021-03-24"
"007549","011437","中泰开阳价值优选混合C","2021-02-01"
"011438","011438","红塔红土盛昌优选混合型A","2021-02-05"
"011438","011439","红塔红土盛昌优选混合型C","2021-02-05"
"011442","011442","创金合信鑫瑞混合A","2021-04-26"
"011442","011443","创金合信鑫瑞混合C","2021-04-26"
"011444","011444","创金合信瑞裕混合A","2021-02-04"
"011444","011445","创金合信瑞裕混合C","2021-02-04"
"011446","011446","长江新能源产业混合型A","2021-04-14"
"011446","011447","长江新能源产业混合型C","2021-04-14"
"011448","011448","中银证券均衡成长混合A","2021-03-23"
"011448","011449","中银证券均衡成长混合C","2021-03-23"
"011450","011450","招商企业优选混合A","2021-04-20"
"011450","011451","招商企业优选混合C","2021-04-20"
"008528","011452","华泰柏瑞质量成长C","2021-02-19"
"005805","011453","华泰柏瑞医疗健康C","2021-01-27"
"009636","011454","华泰柏瑞景气优选C","2021-02-19"
"011455","011455","长城竞争优势六个月混合A","2021-07-13"
"011455","011456","长城竞争优势六个月混合C","2021-07-13"
"011457","011457","新华行业龙头主题股票","2021-03-24"
"011458","011458","东方鑫享价值成长一年持有期混合A","2021-05-19"
"011458","011459","东方鑫享价值成长一年持有期混合C","2021-05-19"
"011460","011460","鹏华创新成长混合A","2021-03-09"
"011460","011461","鹏华创新成长混合C","2021-03-09"
"010330","011462","东吴兴享成长混合C","2021-02-10"
"006926","011463","长城量化精选股票C","2021-02-03"
"011464","011464","南华瑞利债券A","2021-05-20"
"011464","011465","南华瑞利债券C","2021-05-20"
"011466","011466","兴业医疗保健A","2021-03-08"
"011466","011467","兴业医疗保健C","2021-03-08"
"011468","011468","国富竞争优势三年持有期混合A","2021-05-14"
"011468","011469","国富竞争优势三年持有期混合C","2021-05-14"
"580008","011470","东吴新产业精选股票C","2021-02-02"
"011471","011471","鹏华致远成长混合A","2021-03-18"
"011471","011472","鹏华致远成长混合C","2021-03-18"
"000991","011473","工银战略转型股票C","2021-02-05"
"000263","011474","工银信息产业混合C","2021-02-05"
"481013","011475","工银消费服务混合C","2021-02-09"
"001651","011476","工银新蓝筹股票C","2021-02-09"
"001140","011477","工银总回报灵活配置混合C","2021-02-05"
"001043","011478","工银美丽城镇股票C","2021-02-09"
"011479","011479","广发诚享混合A","2021-02-08"
"011479","011480","广发诚享混合C","2021-02-08"
"011481","011481","广发瑞锦一年定开混合","2021-09-15"
"011482","011482","中银顺宁回报6个月持有混合A","2021-03-10"
"011482","011483","中银顺宁回报6个月持有混合C","2021-03-10"
"011484","011484","申万菱信宜选混合A","2021-02-08"
"011484","011485","申万菱信宜选混合C","2021-02-08"
"011486","011486","博时创新精选混合A","2021-03-09"
"011486","011487","博时创新精选混合C","2021-03-09"
"011488","011488","申万菱信乐享混合","2021-03-24"
"011489","011489","创金合信双季享6个月持有期A","2021-06-10"
"011489","011490","创金合信双季享6个月持有期C","2021-06-10"
"000687","011491","南方薪金宝B","2021-05-20"
"011492","011492","华泰紫金丰睿债券发起A","2021-05-20"
"011492","011493","华泰紫金丰睿债券发起C","2021-05-20"
"011494","011494","华泰紫金丰和偏债混合发起A","2021-06-29"
"011494","011495","华泰紫金丰和偏债混合发起C","2021-06-29"
"011496","011496","华泰紫金月月发1个月滚动债券发起A","2021-07-01"
"011496","011497","华泰紫金月月发1个月滚动债券发起C","2021-07-01"
"011498","011498","富国沪深300基本面精选股票A","2021-06-01"
"011498","011499","富国沪深300基本面精选股票C","2021-06-01"
"011500","011500","九泰量化新兴产业","2021-04-28"
"011501","011501","方正富邦汇福一年定期开放灵活配置混合A","2021-03-24"
"011501","011502","方正富邦汇福一年定期开放灵活配置混合C","2021-03-24"
"011503","011503","建信智能生活混合","2021-03-26"
"011504","011504","上银丰益混合A","2021-04-28"
"011504","011505","上银丰益混合C","2021-04-28"
"011506","011506","建信高端装备股票A","2021-04-27"
"011506","011507","建信高端装备股票C","2021-04-27"
"011508","011508","易方达悦弘一年持有混合A","2021-02-19"
"011508","011509","易方达悦弘一年持有混合C","2021-02-19"
"011510","011510","国寿安保稳鑫一年持有期混合A","2021-03-09"
"011510","011511","国寿安保稳鑫一年持有期混合C","2021-03-09"
"011512","011512","天弘中证新能源车A","2021-04-09"
"011512","011513","天弘中证新能源车C","2021-04-09"
"011514","011514","中海海誉混合A","2021-04-15"
"011514","011515","中海海誉混合C","2021-04-15"
"011516","011516","嘉实浦盈一年持有期混合A","2021-02-26"
"011516","011517","嘉实浦盈一年持有期混合C","2021-02-26"
"011518","011518","嘉实价值臻选混合","2021-04-27"
"011521","011521","鹏扬景源一年混合A","2021-03-09"
"011521","011522","鹏扬景源一年混合C","2021-03-09"
"011523","011523","前海联合产业趋势混合A","2021-08-17"
"011523","011524","前海联合产业趋势混合C","2021-08-17"
"011525","011525","中信保诚丰裕一年持有期A","2021-03-04"
"011525","011526","中信保诚丰裕一年持有期C","2021-03-04"
"011527","011527","博时恒悦6个月持有期混合A","2021-03-16"
"011527","011528","博时恒悦6个月持有期混合C","2021-03-16"
"011529","011529","上银慧兴盈债券","2021-04-06"
"011530","011530","泓德优质治理混合","2021-03-23"
"011531","011531","朱雀恒心一年持有","2021-03-01"
"011532","011532","工银聚丰混合A","2021-05-28"
"011532","011533","工银聚丰混合C","2021-05-28"
"011534","011534","万家民瑞祥明6个月持有期混合A","2021-04-27"
"011534","011535","万家民瑞祥明6个月持有期混合C","2021-04-27"
"011536","011536","惠升惠益混合A","2021-05-25"
"011536","011537","惠升惠益混合C","2021-05-25"
"011538","011538","长城优选添瑞六个月混合A","2021-03-30"
"011538","011539","长城优选添瑞六个月混合C","2021-03-30"
"011542","011542","鹏华远见回报三年持有期混合","2021-03-25"
"011543","011543","中加科瑞混合A","2021-10-26"
"011543","011544","中加科瑞混合C","2021-10-26"
"011545","011545","长江沪深300指数增强A","2021-06-02"
"011545","011546","长江沪深300指数增强C","2021-06-02"
"004056","011547","华夏惠利货币C","2021-05-27"
"011548","011548","九泰久慧混合A","2021-05-19"
"011548","011549","九泰久慧混合C","2021-05-19"
"011550","011550","湘财创新成长一年持有期混合A","2021-03-24"
"011550","011551","湘财创新成长一年持有期混合C","2021-03-24"
"011552","011552","鹏华民丰盈和6个月持有期混合A","2021-03-30"
"011552","011553","鹏华民丰盈和6个月持有期混合C","2021-03-30"
"011554","011554","海富通欣利混合A","2021-09-14"
"011554","011555","海富通欣利混合C","2021-09-14"
"007139","011556","富国民裕进取沪港深成长精选混合C","2021-03-08"
"011557","011557","平安稳健养老一年持有","2021-05-07"
